Seq,AOU,English_Common_Name,French_Common_Name,Order,Family,Genus,Species
1067,8110,Scaly-breasted Munia,Capucin damier,Passeriformes,Estrildidae,Lonchura,punctulata
1070,6882,House Sparrow,Moineau domestique,Passeriformes,Passeridae,Passer,domesticus
1071,6883,Eurasian Tree Sparrow,Moineau friquet,Passeriformes,Passeridae,Passer,montanus
1072,6960,Eastern Yellow Wagtail,Bergeronnette de Béringie,Passeriformes,Motacillidae,Motacilla,tschutschensis
1073,6940,White Wagtail,Bergeronnette grise,Passeriformes,Motacillidae,Motacilla,alba
1074,6990,Red-throated Pipit,Pipit à gorge rousse,Passeriformes,Motacillidae,Anthus,cervinus
1075,6970,American Pipit,Pipit d'Amérique,Passeriformes,Motacillidae,Anthus,rubescens
1076,7000,Sprague's Pipit,Pipit de Sprague,Passeriformes,Motacillidae,Anthus,spragueii
1086,5140,Evening Grosbeak,Gros-bec errant,Passeriformes,Fringillidae,Coccothraustes,vespertinus
1088,5150,Pine Grosbeak,Durbec des sapins,Passeriformes,Fringillidae,Pinicola,enucleator
1089,5240,Gray-crowned Rosy-Finch,Roselin à tête grise,Passeriformes,Fringillidae,Leucosticte,tephrocotis
1090,5250,Black Rosy-Finch,Roselin noir,Passeriformes,Fringillidae,Leucosticte,atrata
1091,5260,Brown-capped Rosy-Finch,Roselin à tête brune,Passeriformes,Fringillidae,Leucosticte,australis
1092,5190,House Finch,Roselin familier,Passeriformes,Fringillidae,Haemorhous,mexicanus
1093,5170,Purple Finch,Roselin pourpré,Passeriformes,Fringillidae,Haemorhous,purpureus
1094,5180,Cassin's Finch,Roselin de Cassin,Passeriformes,Fringillidae,Haemorhous,cassinii
1095,5195,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourpré / de Cassin / familier,Passeriformes,Fringillidae,Carpodacus,purpureus / cassinii / mexicanus
1097,5280,Common Redpoll,Sizerin flammé,Passeriformes,Fringillidae,Acanthis,flammea
1098,5270,Hoary Redpoll,Sizerin blanchâtre,Passeriformes,Fringillidae,Acanthis,hornemanni
1099,5275,unid. Common Redpoll / Hoary Redpoll,unid Sizerin flame / Sizerin blanchâtre,Passeriformes,Fringillidae,Carduelis,flammea / hornemanni
1100,5210,Red Crossbill,Bec-croisé des sapins,Passeriformes,Fringillidae,Loxia,curvirostra
1102,5212,unid. Cassia Crossbill / Red Crossbill,Unid Bec-croisé de l'Idaho / des sapins,Passeriformes,Fringillidae,Loxia,sinesciuris / curvirostra
1103,5220,White-winged Crossbill,Bec-croisé bifascié,Passeriformes,Fringillidae,Loxia,leucoptera
1104,5225,unid. Red Crossbill / White-winged Crossbill,unid Bec-croisé des sapins / Bec-croisé bifascié,Passeriformes,Fringillidae,Loxia,curvirostra / leucoptera
1105,5261,European Goldfinch,Chardonneret élégant,Passeriformes,Fringillidae,Carduelis,carduelis
1106,5330,Pine Siskin,Tarin des pins,Passeriformes,Fringillidae,Spinus,pinus
1109,5300,Lesser Goldfinch,Chardonneret mineur,Passeriformes,Fringillidae,Spinus,psaltria
1110,5310,Lawrence's Goldfinch,Chardonneret gris,Passeriformes,Fringillidae,Spinus,lawrencei
1111,5290,American Goldfinch,Chardonneret jaune,Passeriformes,Fringillidae,Spinus,tristis
1113,5360,Lapland Longspur,Plectrophane lapon,Passeriformes,Calcariidae,Calcarius,lapponicus
1114,5380,Chestnut-collared Longspur,Plectrophane à ventre noir,Passeriformes,Calcariidae,Calcarius,ornatus
1115,5370,Smith's Longspur,Plectrophane de Smith,Passeriformes,Calcariidae,Calcarius,pictus
1116,5390,Thick-billed Longspur,Plectrophane de McCown,Passeriformes,Calcariidae,Rhynchophanes,mccownii
1117,5340,Snow Bunting,Plectrophane des neiges,Passeriformes,Calcariidae,Plectrophenax,nivalis
1120,5790,Rufous-winged Sparrow,Bruant à épaulettes,Passeriformes,Passerellidae,Peucaea,carpalis
1125,5760,Botteri's Sparrow,Bruant de Botteri,Passeriformes,Passerellidae,Peucaea,botterii
1126,5780,Cassin's Sparrow,Bruant de Cassin,Passeriformes,Passerellidae,Peucaea,cassinii
1127,5750,Bachman's Sparrow,Bruant des pinèdes,Passeriformes,Passerellidae,Peucaea,aestivalis
1128,5460,Grasshopper Sparrow,Bruant sauterelle,Passeriformes,Passerellidae,Ammodramus,savannarum
1129,5860,Olive Sparrow,Tohi olive,Passeriformes,Passerellidae,Arremonops,rufivirgatus
1132,5730,Black-throated Sparrow,Bruant à gorge noire,Passeriformes,Passerellidae,Amphispiza,bilineata
1133,5520,Lark Sparrow,Bruant à joues marron,Passeriformes,Passerellidae,Chondestes,grammacus
1134,6050,Lark Bunting,Bruant noir et blanc,Passeriformes,Passerellidae,Calamospiza,melanocorys
1135,5600,Chipping Sparrow,Bruant familier,Passeriformes,Passerellidae,Spizella,passerina
1136,5610,Clay-colored Sparrow,Bruant des plaines,Passeriformes,Passerellidae,Spizella,pallida
1137,5650,Black-chinned Sparrow,Bruant à menton noir,Passeriformes,Passerellidae,Spizella,atrogularis
1138,5630,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,Spizella,pusilla
1139,5620,Brewer's Sparrow,Bruant de Brewer,Passeriformes,Passerellidae,Spizella,breweri
1144,5850,Fox Sparrow,Bruant fauve,Passeriformes,Passerellidae,Passerella,iliaca
1145,5590,American Tree Sparrow,Bruant hudsonien,Passeriformes,Passerellidae,Spizelloides,arborea
1147,5670,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisé (groupe hyemalis),Passeriformes,Passerellidae,Junco,hyemalis hyemalis
1148,5671,(Oregon Junco) Dark-eyed Junco,Junco ardoisé (groupe oreganus),Passeriformes,Passerellidae,Junco,hyemalis oreganus
1149,5680,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisé (groupe mearnsi),Passeriformes,Passerellidae,Junco,hyemalis mearnsi
1150,5660,(White-winged Junco) Dark-eyed Junco,Junco ardoisé (à ailes blanches),Passeriformes,Passerellidae,Junco,hyemalis aikeni
1151,5690,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisé (à tête grise),Passeriformes,Passerellidae,Junco,hyemalis caniceps
1152,5677,(unid. race) Dark-eyed Junco,Junco ardoisé (groupe non identifié),Passeriformes,Passerellidae,Junco,hyemalis
1153,5700,Yellow-eyed Junco,Junco aux yeux jaunes,Passeriformes,Passerellidae,Junco,phaeonotus
1156,5540,White-crowned Sparrow,Bruant à couronne blanche,Passeriformes,Passerellidae,Zonotrichia,leucophrys
1157,5570,Golden-crowned Sparrow,Bruant à couronne dorée,Passeriformes,Passerellidae,Zonotrichia,atricapilla
1158,5530,Harris's Sparrow,Bruant à face noire,Passeriformes,Passerellidae,Zonotrichia,querula
1159,5580,White-throated Sparrow,Bruant à gorge blanche,Passeriformes,Passerellidae,Zonotrichia,albicollis
1160,5739,Bell's Sparrow,Bruant de Bell,Passeriformes,Passerellidae,Artemisiospiza,belli
1161,5740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Passeriformes,Passerellidae,Artemisiospiza,nevadensis / belli
1162,5738,Sagebrush Sparrow,Bruant des armoises,Passeriformes,Passerellidae,Artemisiospiza,nevadensis
1164,5400,Vesper Sparrow,Bruant vespéral,Passeriformes,Passerellidae,Pooecetes,gramineus
1165,5480,LeConte's Sparrow,Bruant de LeConte,Passeriformes,Passerellidae,Ammospiza,leconteii
1166,5500,Seaside Sparrow,Bruant maritime,Passeriformes,Passerellidae,Ammospiza,maritima
1167,5491,Nelson's Sparrow,Bruant de Nelson,Passeriformes,Passerellidae,Ammospiza,nelsoni
1168,5490,Saltmarsh Sparrow,Bruant à queue aiguë,Passeriformes,Passerellidae,Ammospiza,caudacuta
1169,5450,Baird's Sparrow,Bruant de Baird,Passeriformes,Passerellidae,Centronyx,bairdii
1170,5470,Henslow's Sparrow,Bruant de Henslow,Passeriformes,Passerellidae,Centronyx,henslowii
1171,5420,Savannah Sparrow,Bruant des prés,Passeriformes,Passerellidae,Passerculus,sandwichensis
1173,5810,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,Melospiza,melodia
1174,5830,Lincoln's Sparrow,Bruant de Lincoln,Passeriformes,Passerellidae,Melospiza,lincolnii
1175,5840,Swamp Sparrow,Bruant des marais,Passeriformes,Passerellidae,Melospiza,georgiana
1177,5910,Canyon Towhee,Tohi des canyons,Passeriformes,Passerellidae,Melozone,fusca
1179,5920,Abert's Towhee,Tohi d'Abert,Passeriformes,Passerellidae,Melozone,aberti
1180,5911,California Towhee,Tohi de Californie,Passeriformes,Passerellidae,Melozone,crissalis
1184,5800,Rufous-crowned Sparrow,Tohi à calotte fauve,Passeriformes,Passerellidae,Aimophila,ruficeps
1186,5900,Green-tailed Towhee,Tohi à queue verte,Passeriformes,Passerellidae,Pipilo,chlorurus
1187,5880,Spotted Towhee,Tohi tacheté,Passeriformes,Passerellidae,Pipilo,maculatus
1188,5870,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,Pipilo,erythrophthalmus
1189,5871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Passeriformes,Passerellidae,Pipilo,maculatus / erythrophthalmus
1194,6830,Yellow-breasted Chat,Ictérie polyglotte,Passeriformes,Icteriidae,Icteria,virens
1195,4970,Yellow-headed Blackbird,Carouge à tête jaune,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus
1196,4940,Bobolink,Goglu des prés,Passeriformes,Icteridae,Dolichonyx,oryzivorus
1197,5009,Chihuahuan Meadowlark,Sturnelle de Lilian,Passeriformes,Icteridae,Sturnella,lilianae
1198,5010,Eastern Meadowlark,Sturnelle des prés,Passeriformes,Icteridae,Sturnella,magna
1199,5011,Western Meadowlark,Sturnelle de l'Ouest,Passeriformes,Icteridae,Sturnella,neglecta
1200,5012,unid. Meadowlark,unid Sturnelle,Passeriformes,Icteridae,Sturnella,sp.
1208,5060,Orchard Oriole,Oriole des vergers,Passeriformes,Icteridae,Icterus,spurius
1209,5050,Hooded Oriole,Oriole masqué,Passeriformes,Icteridae,Icterus,cucullatus
1213,5080,Bullock's Oriole,Oriole de Bullock,Passeriformes,Icteridae,Icterus,bullockii
1215,5032,Spot-breasted Oriole,Oriole maculé,Passeriformes,Icteridae,Icterus,pectoralis
1216,5031,Altamira Oriole,Oriole à gros bec,Passeriformes,Icteridae,Icterus,gularis
1217,5030,Audubon's Oriole,Oriole d'Audubon,Passeriformes,Icteridae,Icterus,graduacauda
1218,5070,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterus,galbula
1219,5078,hybrid Bullock's Oriole x Baltimore Oriole,hybride Oriole de Baltimore x Oriole de Bullock's,Passeriformes,Icteridae,Icterus,bullockii x galbula
1220,5077,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Passeriformes,Icteridae,Icterus,bullockii / galbula
1222,5040,Scott's Oriole,Oriole jaune-verdâtre,Passeriformes,Icteridae,Icterus,parisorum
1223,4980,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaius,phoeniceus
1224,5000,Tricolored Blackbird,Carouge de Californie,Passeriformes,Icteridae,Agelaius,tricolor
1226,4961,Shiny Cowbird,Vacher luisant,Passeriformes,Icteridae,Molothrus,bonariensis
1227,4960,Bronzed Cowbird,Vacher bronzé,Passeriformes,Icteridae,Molothrus,aeneus
1228,4950,Brown-headed Cowbird,Vacher à tête brune,Passeriformes,Icteridae,Molothrus,ater
1229,4955,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzé / à tête brune,Passeriformes,Icteridae,Molothrus,aeneus / ater
1232,5090,Rusty Blackbird,Quiscale rouilleux,Passeriformes,Icteridae,Euphagus,carolinus
1233,5100,Brewer's Blackbird,Quiscale de Brewer,Passeriformes,Icteridae,Euphagus,cyanocephalus
1234,5110,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Quiscalus,quiscula
1235,5130,Boat-tailed Grackle,Quiscale des marais,Passeriformes,Icteridae,Quiscalus,major
1236,5120,Great-tailed Grackle,Quiscale à longue queue,Passeriformes,Icteridae,Quiscalus,mexicanus
1237,5135,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale à longue queue,Passeriformes,Icteridae,Quiscalus,major / mexicanus
1238,6740,Ovenbird,Paruline couronnée,Passeriformes,Parulidae,Seiurus,aurocapilla
1239,6390,Worm-eating Warbler,Paruline vermivore,Passeriformes,Parulidae,Helmitheros,vermivorum
1240,6760,Louisiana Waterthrush,Paruline hochequeue,Passeriformes,Parulidae,Parkesia,motacilla
1241,6750,Northern Waterthrush,Paruline des ruisseaux,Passeriformes,Parulidae,Parkesia,noveboracensis
1242,6420,Golden-winged Warbler,Paruline à ailes dorées,Passeriformes,Parulidae,Vermivora,chrysoptera
1243,6410,Blue-winged Warbler,Paruline à ailes bleues,Passeriformes,Parulidae,Vermivora,cyanoptera
1244,6412,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera
1245,6413,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera
1246,6360,Black-and-white Warbler,Paruline noir et blanc,Passeriformes,Parulidae,Mniotilta,varia
1247,6370,Prothonotary Warbler,Paruline orangée,Passeriformes,Parulidae,Protonotaria,citrea
1248,6380,Swainson's Warbler,Paruline de Swainson,Passeriformes,Parulidae,Limnothlypis,swainsonii
1250,6470,Tennessee Warbler,Paruline obscure,Passeriformes,Parulidae,Leiothlypis,peregrina
1251,6460,Orange-crowned Warbler,Paruline verdâtre,Passeriformes,Parulidae,Leiothlypis,celata
1253,6430,Lucy's Warbler,Paruline de Lucy,Passeriformes,Parulidae,Leiothlypis,luciae
1254,6450,Nashville Warbler,Paruline à joues grises,Passeriformes,Parulidae,Leiothlypis,ruficapilla
1255,6440,Virginia's Warbler,Paruline de Virginia,Passeriformes,Parulidae,Leiothlypis,virginiae
1256,6780,Connecticut Warbler,Paruline à gorge grise,Passeriformes,Parulidae,Oporornis,agilis
1258,6800,MacGillivray's Warbler,Paruline des buissons,Passeriformes,Parulidae,Geothlypis,tolmiei
1259,6790,Mourning Warbler,Paruline triste,Passeriformes,Parulidae,Geothlypis,philadelphia
1260,6770,Kentucky Warbler,Paruline du Kentucky,Passeriformes,Parulidae,Geothlypis,formosa
1264,6810,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,Geothlypis,trichas
1266,6840,Hooded Warbler,Paruline à capuchon,Passeriformes,Parulidae,Setophaga,citrina
1267,6870,American Redstart,Paruline flamboyante,Passeriformes,Parulidae,Setophaga,ruticilla
1268,6700,Kirtland's Warbler,Paruline de Kirtland,Passeriformes,Parulidae,Setophaga,kirtlandii
1269,6500,Cape May Warbler,Paruline tigrée,Passeriformes,Parulidae,Setophaga,tigrina
1270,6580,Cerulean Warbler,Paruline azurée,Passeriformes,Parulidae,Setophaga,cerulea
1271,6480,Northern Parula,Paruline à collier,Passeriformes,Parulidae,Setophaga,americana
1272,6490,Tropical Parula,Paruline à joues noires,Passeriformes,Parulidae,Setophaga,pitiayumi
1273,6570,Magnolia Warbler,Paruline à tête cendrée,Passeriformes,Parulidae,Setophaga,magnolia
1274,6600,Bay-breasted Warbler,Paruline à poitrine baie,Passeriformes,Parulidae,Setophaga,castanea
1275,6620,Blackburnian Warbler,Paruline à gorge orangée,Passeriformes,Parulidae,Setophaga,fusca
1276,6520,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,Setophaga,petechia
1277,6590,Chestnut-sided Warbler,Paruline à flancs marron,Passeriformes,Parulidae,Setophaga,pensylvanica
1278,6610,Blackpoll Warbler,Paruline rayée,Passeriformes,Parulidae,Setophaga,striata
1279,6540,Black-throated Blue Warbler,Paruline bleue,Passeriformes,Parulidae,Setophaga,caerulescens
1280,6720,Palm Warbler,Paruline à couronne rousse,Passeriformes,Parulidae,Setophaga,palmarum
1281,6710,Pine Warbler,Paruline des pins,Passeriformes,Parulidae,Setophaga,pinus
1282,6550,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Passeriformes,Parulidae,Setophaga,coronata coronata
1283,6560,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Passeriformes,Parulidae,Setophaga,coronata audoboni
1284,6556,(unid. Myrtle / Audubon's) Yellow-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié),Passeriformes,Parulidae,Setophaga,coronata
1285,6630,Yellow-throated Warbler,Paruline à gorge jaune,Passeriformes,Parulidae,Setophaga,dominica
1286,6730,Prairie Warbler,Paruline des prés,Passeriformes,Parulidae,Setophaga,discolor
1287,6640,Grace's Warbler,Paruline de Grace,Passeriformes,Parulidae,Setophaga,graciae
1288,6650,Black-throated Gray Warbler,Paruline grise,Passeriformes,Parulidae,Setophaga,nigrescens
1289,6680,Townsend's Warbler,Paruline de Townsend,Passeriformes,Parulidae,Setophaga,townsendi
1290,6690,Hermit Warbler,Paruline à tête jaune,Passeriformes,Parulidae,Setophaga,occidentalis
1291,6686,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Passeriformes,Parulidae,Setophaga,townsendi x occidentalis
1292,6685,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaune,Passeriformes,Parulidae,Setophaga,townsendi / occidentalis
1293,6660,Golden-cheeked Warbler,Paruline à dos noir,Passeriformes,Parulidae,Setophaga,chrysoparia
1294,6670,Black-throated Green Warbler,Paruline à gorge noire,Passeriformes,Parulidae,Setophaga,virens
1300,6860,Canada Warbler,Paruline du Canada,Passeriformes,Parulidae,Cardellina,canadensis
1301,6850,Wilson's Warbler,Paruline à calotte noire,Passeriformes,Parulidae,Cardellina,pusilla
1302,6900,Red-faced Warbler,Paruline à face rouge,Passeriformes,Parulidae,Cardellina,rubrifrons
1305,6880,Painted Redstart,Paruline à ailes blanches,Passeriformes,Parulidae,Myioborus,pictus
1308,6090,Hepatic Tanager,Piranga orangé,Passeriformes,Cardinalidae,Piranga,flava
1309,6100,Summer Tanager,Piranga vermillon,Passeriformes,Cardinalidae,Piranga,rubra
1310,6080,Scarlet Tanager,Piranga écarlate,Passeriformes,Cardinalidae,Piranga,olivacea
1311,6070,Western Tanager,Piranga à tête rouge,Passeriformes,Cardinalidae,Piranga,ludoviciana
1319,5930,Northern Cardinal,Cardinal rouge,Passeriformes,Cardinalidae,Cardinalis,cardinalis
1320,5940,Pyrrhuloxia,Cardinal pyrrhuloxia,Passeriformes,Cardinalidae,Cardinalis,sinuatus
1321,5935,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Passeriformes,Cardinalidae,Cardinalis,cardinalis / sinuatus
1323,5950,Rose-breasted Grosbeak,Cardinal à poitrine rose,Passeriformes,Cardinalidae,Pheucticus,ludovicianus
1324,5960,Black-headed Grosbeak,Cardinal à tête noire,Passeriformes,Cardinalidae,Pheucticus,melanocephalus
1330,5970,Blue Grosbeak,Guiraca bleu,Passeriformes,Cardinalidae,Passerina,caerulea
1331,5990,Lazuli Bunting,Passerin azuré,Passeriformes,Cardinalidae,Passerina,amoena
1332,5980,Indigo Bunting,Passerin indigo,Passeriformes,Cardinalidae,Passerina,cyanea
1333,5986,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azuré x Passerin indigo,Passeriformes,Cardinalidae,Passerina,amoena x cyanea
1336,6000,Varied Bunting,Passerin varié,Passeriformes,Cardinalidae,Passerina,versicolor
1337,6010,Painted Bunting,Passerin nonpareil,Passeriformes,Cardinalidae,Passerina,ciris
1338,6040,Dickcissel,Dickcissel d'Amérique,Passeriformes,Cardinalidae,Spiza,americana
